id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
619,1,1,15,33,12.0,14.0,411911,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,962,0,45.0,110.0,4.0,1.0,12,6.869014,144
620,1,1,15,30,14.0,18.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,230,0,32.0,90.0,4.0,1.0,9,5.438079,81
621,1,1,18,29,14.0,18.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,750,0,28.0,96.0,1.0,1.0,5,6.620073,25
622,1,1,15,26,12.0,12.0,88672,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,225,0,29.0,83.0,1.0,0.0,5,5.416101,25
626,1,1,13,26,12.0,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,331,0,32.0,86.0,1.0,1.0,7,5.802118,49
627,1,1,11,26,,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,397,0,28.0,,1.0,0.0,9,5.983936,81
628,1,1,10,34,10.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,45.0,94.0,1.0,1.0,18,6.620073,324
629,1,1,12,25,8.0,12.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,0,20.0,86.0,1.0,1.0,7,6.109248,49
633,1,1,13,25,9.0,7.0,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,865,0,40.0,110.0,1.0,1.0,6,6.76273,36
634,1,1,8,24,9.0,10.0,91137,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,535,0,31.0,,6.0,1.0,10,6.282267,100
636,1,1,16,27,12.0,8.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,846,0,29.0,114.0,1.0,1.0,5,6.74052,25
637,1,1,16,26,12.0,8.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,759,0,39.0,130.0,6.0,1.0,4,6.632002000000001,16
638,1,1,16,24,12.0,8.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,600,0,40.0,119.0,6.0,1.0,2,6.39693,4
640,1,1,12,34,8.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1030,0,26.0,94.0,1.0,1.0,16,6.937314,256
642,1,1,14,32,10.0,8.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,876,0,52.0,125.0,1.0,1.0,12,6.775366,144
645,1,1,12,32,,,370720,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,568,0,44.0,100.0,1.0,0.0,14,6.342122,196
646,1,1,16,25,14.0,14.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,533,0,27.0,108.0,6.0,1.0,3,6.278522,9
649,1,1,12,25,10.0,8.0,372835,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,481,0,38.0,,1.0,1.0,7,6.175867,49
652,1,1,12,28,,11.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,604,1,39.0,83.0,1.0,1.0,10,6.403574,100
657,1,1,12,27,12.0,12.0,426142,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,657,0,32.0,86.0,1.0,1.0,9,6.487684,81
659,1,1,12,31,,12.0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,625,0,36.0,101.0,1.0,0.0,13,6.437752,169
661,1,1,12,29,,10.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,280,0,16.0,70.0,1.0,1.0,11,5.634789,121
665,1,1,10,28,8.0,7.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,500,0,27.0,75.0,1.0,0.0,12,6.214608,144
666,1,1,12,26,8.0,7.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,535,1,24.0,105.0,1.0,0.0,8,6.282267,64
667,1,1,10,26,,,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,818,0,28.0,85.0,1.0,0.0,10,6.706861999999999,100
668,1,1,10,34,,,365421,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,624,0,33.0,,1.0,0.0,18,6.436151000000001,324
669,1,1,10,28,,9.0,378045,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,604,0,36.0,89.0,1.0,0.0,12,6.403574,144
670,1,1,12,31,12.0,12.0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,505,0,25.0,80.0,1.0,1.0,13,6.224558,169
671,1,1,12,30,12.0,12.0,556697,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,750,0,20.0,72.0,1.0,0.0,12,6.620073,144
672,1,1,12,32,11.0,8.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,721,0,43.0,,1.0,1.0,14,6.580639,196
673,1,1,18,32,12.0,12.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,674,0,56.0,115.0,1.0,1.0,8,6.51323,64
674,1,1,16,33,17.0,12.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,913,0,48.0,115.0,1.0,1.0,11,6.816736,121
675,1,1,17,30,18.0,18.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,879,1,40.0,102.0,1.0,1.0,7,6.778785000000001,49
677,1,1,12,26,8.0,13.0,88672,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,427,1,27.0,,1.0,1.0,8,6.0567839999999995,64
678,1,1,8,24,12.0,12.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,792,0,29.0,,1.0,1.0,10,6.674562,100
679,1,1,14,29,10.0,10.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,327,1,44.0,99.0,4.0,1.0,9,5.78996,81
682,1,1,10,30,,,158714,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,313,0,39.0,,5.0,0.0,14,5.7462029999999995,196
683,1,1,16,34,14.0,12.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,786,0,34.0,,1.0,1.0,12,6.666957000000001,144
686,1,1,18,31,14.0,12.0,122473,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,337,0,40.0,107.0,1.0,1.0,7,5.820083,49
687,1,1,10,30,,4.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,27.0,66.0,6.0,1.0,14,5.953243,196
689,1,1,16,27,8.0,8.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,529,0,47.0,108.0,5.0,1.0,5,6.270988,25
690,1,1,10,33,,,127041,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,429,0,37.0,,1.0,0.0,17,6.061457,289
691,1,1,12,27,7.0,7.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,984,0,36.0,94.0,2.0,0.0,9,6.891626,81
692,1,1,12,34,3.0,8.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,817,0,27.0,93.0,6.0,0.0,16,6.705639,256
695,1,1,14,32,7.0,8.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,745,0,,,1.0,0.0,12,6.613384,144
697,1,1,10,24,4.0,0.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,345,0,31.0,,6.0,1.0,8,5.8435440000000005,64
702,1,1,14,34,,12.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,554,1,43.0,,1.0,1.0,14,6.317165,196
707,1,1,13,24,6.0,12.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,263,0,28.0,85.0,6.0,1.0,5,5.572154,25
708,1,1,18,32,16.0,16.0,150139,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,745,0,40.0,99.0,1.0,0.0,8,6.613384,64
710,1,1,17,29,13.0,13.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,673,0,42.0,,6.0,1.0,6,6.5117449999999995,36
712,1,1,17,32,14.0,13.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,721,0,36.0,86.0,5.0,1.0,9,6.580639,81
713,1,1,13,30,,11.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,438,0,34.0,,1.0,1.0,11,6.082219,121
721,1,0,12,26,,12.0,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,545,0,32.0,95.0,1.0,1.0,8,6.300786,64
722,1,0,14,25,,12.0,86498,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,,114.0,6.0,1.0,5,5.521461,25
723,1,0,14,27,,11.0,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,624,0,,74.0,4.0,1.0,7,6.436151000000001,49
728,1,0,13,29,8.0,10.0,501027,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,400,0,36.0,,6.0,1.0,10,5.991465,100
729,1,0,16,29,16.0,16.0,556697,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,577,0,46.0,128.0,1.0,1.0,7,6.357842,49
730,1,0,16,25,18.0,18.0,353857,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,813,0,37.0,111.0,6.0,1.0,3,6.700730999999999,9
731,1,0,12,34,12.0,11.0,519712,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,625,0,38.0,101.0,4.0,1.0,16,6.437752,256
732,1,0,14,26,12.0,11.0,362750,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,485,0,43.0,111.0,5.0,1.0,6,6.184149,36
733,1,0,16,28,10.0,12.0,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,841,0,42.0,92.0,6.0,1.0,6,6.734591,36
734,1,0,16,27,10.0,12.0,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,865,0,41.0,100.0,1.0,1.0,5,6.76273,25
735,1,0,16,26,14.0,12.0,426142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,325,0,48.0,123.0,1.0,1.0,4,5.783825,16
736,1,0,14,26,9.0,10.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,477,0,22.0,69.0,1.0,1.0,6,6.167517,36
737,1,0,16,25,9.0,10.0,86498,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,30.0,79.0,1.0,1.0,3,5.521461,9
739,1,0,12,24,10.0,9.0,91137,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,500,0,30.0,,6.0,1.0,6,6.214608,36
740,0,0,13,25,8.0,10.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,515,1,31.0,106.0,6.0,1.0,6,6.244167,36
741,0,0,18,28,,5.0,383527,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,256,0,27.0,106.0,6.0,1.0,4,5.545177,16
742,0,0,13,24,,5.0,372835,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,718,0,40.0,115.0,6.0,1.0,5,6.576469,25
743,0,0,18,30,17.0,13.0,501027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,796,0,42.0,,1.0,1.0,6,6.6795990000000005,36
744,0,0,12,25,10.0,12.0,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,31.0,108.0,1.0,0.0,7,6.620073,49
745,0,0,12,24,10.0,11.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,419,0,26.0,,4.0,0.0,6,6.037871,36
747,0,0,12,26,,,88672,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,431,0,22.0,69.0,1.0,0.0,8,6.066108,64
748,0,0,12,25,,,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,425,0,27.0,86.0,1.0,0.0,7,6.052089,49
749,0,0,12,31,10.0,11.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,220,0,29.0,76.0,6.0,1.0,13,5.393628,169
750,0,0,13,29,9.0,9.0,134296,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,685,1,40.0,115.0,1.0,1.0,10,6.529419,100
751,0,0,15,34,14.0,12.0,365421,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,500,0,44.0,104.0,1.0,0.0,13,6.214608,169
754,0,0,16,26,10.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,551,0,37.0,115.0,6.0,0.0,4,6.311735,16
755,0,0,11,25,12.0,12.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,700,0,26.0,93.0,1.0,0.0,8,6.551080000000001,64
757,0,1,12,32,8.0,8.0,411911,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,707,0,39.0,91.0,1.0,1.0,14,6.561031,196
761,1,1,17,28,18.0,14.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,523,0,38.0,125.0,1.0,1.0,5,6.259582,25
762,1,1,12,24,0.0,3.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,433,0,26.0,,1.0,0.0,6,6.0707379999999995,36
763,1,1,14,25,5.0,4.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,462,1,22.0,89.0,1.0,1.0,5,6.135565,25
764,1,1,12,24,5.0,4.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,397,0,16.0,,1.0,1.0,6,5.983936,36
765,1,1,15,26,9.0,5.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,1,26.0,92.0,1.0,1.0,5,5.991465,25
768,1,1,18,28,14.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,872,0,28.0,127.0,4.0,1.0,4,6.770789999999999,16
769,1,1,12,26,7.0,10.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,378,0,38.0,80.0,1.0,1.0,8,5.934894,64
770,1,1,12,27,5.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,364,0,24.0,,1.0,1.0,9,5.8971540000000005,81
772,1,1,15,31,12.0,10.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,962,0,44.0,,1.0,1.0,10,6.869014,100
776,1,1,15,30,12.0,15.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,801,0,36.0,112.0,4.0,1.0,9,6.685861,81
780,1,1,5,32,0.0,4.0,730842,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,0,12.0,,1.0,0.0,21,5.991465,441
783,1,1,13,29,,12.0,134296,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,540,0,29.0,,4.0,0.0,10,6.291569,100
785,1,1,10,30,9.0,9.0,556697,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,0,35.0,90.0,1.0,0.0,14,6.109248,196
787,1,1,15,27,,16.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,438,0,34.0,,4.0,1.0,6,6.082219,36
790,1,1,12,26,4.0,9.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,360,0,23.0,84.0,5.0,0.0,8,5.886104,64
791,0,1,12,27,12.0,12.0,383527,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,529,0,30.0,,1.0,0.0,9,6.270988,81
792,0,1,12,26,,,88672,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,721,0,43.0,120.0,1.0,0.0,8,6.580639,64
793,0,1,2,31,,10.0,556697,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,345,0,31.0,,5.0,0.0,23,5.8435440000000005,529
794,0,1,11,27,,,426142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1052,0,41.0,,1.0,1.0,10,6.958448,100
796,0,1,16,28,16.0,,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,726,0,44.0,106.0,6.0,0.0,6,6.58755,36
798,0,1,12,33,,,519712,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,543,0,24.0,76.0,5.0,0.0,15,6.297109,225
799,0,1,16,33,8.0,6.0,370720,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1202,0,48.0,115.0,1.0,0.0,11,7.091742,121
803,0,1,16,24,,12.0,414261,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,400,0,33.0,,1.0,0.0,2,5.991465,4
805,0,1,9,32,,,127041,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,375,0,32.0,89.0,1.0,0.0,17,5.926926,289
806,1,1,11,30,,,158714,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,281,0,29.0,,1.0,0.0,13,5.638355000000001,169
809,1,1,12,24,,10.0,86498,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,127,0,24.0,,5.0,0.0,6,4.844187000000001,36
810,1,1,12,32,,7.0,127041,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1393,0,39.0,102.0,6.0,1.0,14,7.239215,196
813,1,1,12,30,10.0,9.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,649,0,47.0,104.0,1.0,1.0,12,6.475433,144
815,1,1,16,31,11.0,8.0,556697,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,420,0,37.0,,5.0,0.0,9,6.040255,81
816,1,1,16,27,11.0,8.0,426142,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,455,0,40.0,122.0,1.0,0.0,5,6.120297,25
818,1,1,12,25,9.0,6.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,661,0,23.0,107.0,1.0,0.0,7,6.493754,49
819,0,1,12,24,12.0,8.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,380,0,30.0,,1.0,0.0,6,5.940171,36
820,0,1,10,34,,,577458,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,315,0,26.0,,4.0,0.0,18,5.752573,324
821,0,1,14,24,,,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,452,0,41.0,,1.0,1.0,4,6.113682,16
822,0,1,12,28,12.0,12.0,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,625,0,42.0,100.0,1.0,1.0,10,6.437752,100
823,0,1,14,24,8.0,,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,601,1,30.0,,6.0,1.0,4,6.398594999999999,16
825,0,1,13,27,7.0,12.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,499,0,32.0,100.0,1.0,1.0,8,6.212606,64
827,0,0,8,31,8.0,10.0,548740,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,693,0,24.0,,1.0,0.0,17,6.54103,289
828,0,1,18,32,15.0,15.0,423456,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,535,0,40.0,129.0,1.0,1.0,8,6.282267,64
831,0,1,7,26,1.0,8.0,375674,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,465,0,24.0,,1.0,0.0,13,6.142037,169
832,0,1,12,24,,9.0,365200,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,400,0,32.0,,1.0,1.0,6,5.991465,36
833,0,1,18,27,17.0,16.0,375674,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,368,0,40.0,129.0,1.0,1.0,3,5.908083,9
835,0,1,8,25,4.0,5.0,365200,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,700,0,22.0,,1.0,1.0,11,6.551080000000001,121
839,0,1,16,31,16.0,12.0,981534,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,962,0,39.0,112.0,1.0,0.0,9,6.869014,81
840,0,1,6,24,,8.0,365200,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,365,0,13.0,,1.0,1.0,12,5.899898,144
841,0,1,9,33,7.0,3.0,363128,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,475,0,35.0,,6.0,0.0,18,6.163315,324
843,0,1,12,24,7.0,3.0,365200,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,200,0,15.0,,1.0,0.0,6,5.298317,36
844,0,1,9,24,,,75607,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,600,0,23.0,,1.0,1.0,9,6.39693,81
846,0,1,12,27,8.0,,77507,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,505,0,17.0,76.0,6.0,1.0,9,6.224558,81
852,0,1,16,31,12.0,12.0,117386,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,577,0,36.0,82.0,1.0,1.0,9,6.357842,81
853,0,1,12,24,6.0,12.0,75607,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,457,0,20.0,,6.0,1.0,6,6.124683,36
854,0,1,12,34,,,104904,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,750,0,45.0,97.0,5.0,1.0,16,6.620073,256
855,0,1,11,32,2.0,11.0,104904,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,577,0,38.0,98.0,1.0,1.0,15,6.357842,225
857,0,1,15,24,17.0,16.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,289,1,34.0,124.0,6.0,1.0,3,5.666427,9
859,0,1,12,25,15.0,9.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,224,0,31.0,,1.0,0.0,7,5.411646,49
860,0,1,10,24,15.0,9.0,86498,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,363,0,,,6.0,0.0,8,5.894403,64
861,0,1,10,26,,8.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,229,0,25.0,,5.0,0.0,10,5.433722,100
862,0,1,9,26,2.0,9.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,234,0,20.0,81.0,5.0,0.0,11,5.455321,121
863,0,1,14,24,,7.0,86507,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,465,0,,,1.0,0.0,4,6.142037,16
868,0,1,16,27,,,426142,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2083,0,34.0,60.0,4.0,1.0,5,7.641564,25
869,0,1,15,31,12.0,12.0,549394,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,427,1,44.0,,1.0,1.0,10,6.0567839999999995,100
871,0,1,12,33,8.0,9.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,678,1,44.0,100.0,4.0,1.0,15,6.519147,225
872,0,1,13,27,18.0,16.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,313,1,30.0,84.0,6.0,1.0,8,5.7462029999999995,64
873,0,1,18,28,7.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,601,0,45.0,132.0,1.0,0.0,4,6.398594999999999,16
874,0,1,10,33,6.0,12.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,500,0,35.0,96.0,1.0,0.0,17,6.214608,289
875,0,1,12,28,6.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,375,0,35.0,100.0,6.0,0.0,10,5.926926,100
877,0,1,12,34,2.0,6.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,550,0,30.0,109.0,1.0,0.0,16,6.309918,256
880,0,1,17,28,,12.0,78509,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,702,1,41.0,,1.0,1.0,5,6.553934,25
882,0,1,16,33,,14.0,132931,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,625,0,34.0,84.0,1.0,1.0,11,6.437752,121
883,0,1,14,34,,6.0,112480,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,423,0,31.0,90.0,1.0,0.0,14,6.047372,196
884,0,1,11,28,,8.0,78509,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,355,0,28.0,,1.0,0.0,11,5.872118,121
885,0,1,12,26,9.0,12.0,438085,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,519,0,30.0,98.0,6.0,1.0,8,6.251904,64
886,0,1,14,24,9.0,12.0,425871,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,359,0,40.0,120.0,1.0,1.0,4,5.883322,16
888,0,1,11,27,,7.0,78509,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,349,0,26.0,63.0,1.0,0.0,10,5.855072,100
889,0,1,12,31,6.0,5.0,118905,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,293,0,29.0,,1.0,0.0,13,5.680172,169
890,0,1,18,28,,5.0,78509,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,443,0,40.0,100.0,1.0,1.0,4,6.09357,16
891,0,1,6,34,6.0,6.0,112480,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,270,0,20.0,,1.0,0.0,22,5.598422,484
892,0,1,14,28,16.0,13.0,107087,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,385,0,36.0,110.0,1.0,1.0,8,5.953243,64
895,0,1,12,27,,12.0,91831,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,438,0,43.0,83.0,1.0,0.0,9,6.082219,81
897,0,1,11,30,,,572299,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,417,0,38.0,88.0,1.0,1.0,13,6.033086,169
901,0,1,11,31,6.0,,572299,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,481,0,41.0,98.0,1.0,0.0,14,6.175867,196
903,0,1,16,30,16.0,12.0,110376,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,596,1,49.0,113.0,1.0,1.0,8,6.3902410000000005,64
905,0,1,12,28,3.0,8.0,95822,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,600,0,22.0,103.0,1.0,0.0,10,6.39693,100
908,0,1,14,27,,9.0,77507,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,19.0,,6.0,0.0,7,5.521461,49
909,0,1,12,31,6.0,10.0,117386,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,531,0,18.0,97.0,1.0,0.0,13,6.274762,169
910,0,1,12,26,6.0,10.0,77507,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,591,0,17.0,,1.0,0.0,8,6.381816000000001,64
911,0,1,12,33,,,111044,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,503,0,32.0,76.0,1.0,0.0,15,6.2205900000000005,225
912,0,1,11,25,,9.0,89353,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,475,0,27.0,,1.0,0.0,8,6.163315,64
